–Ú∫≈,‘§≤‚,’Ê µ÷µ
1261,5.0019274,5
1262,5.0019274,5
1263,5.007496,5
1264,5.101956,5
1265,5.0023746,5
1266,7.00189,7.2596374
1267,5.0019274,5
1268,5.0019274,5.031517
1269,5.0019274,5
1270,5.0019274,5
1271,5.2268233,5.309804
1272,5.0024548,5
1273,5.0019274,5
1274,5.0019274,5
1275,5.0019274,5
1276,5.0019274,5
1277,5.6092353,5.7447276
1278,5.0019274,5
1279,5.0019274,5
1280,5.0019274,5
1281,5.0019274,5
1282,5.0019274,5
1283,5.6857414,5.823909
1284,5.0019274,5
1285,6.1072354,6.080922
1286,6.850656,7.036212
1287,5.0033426,5
1288,7.9068527,8.366531
1289,5.535984,5.958607
1290,5.651619,5.8860564
1291,5.0019274,5
1292,5.5874357,5.7447276
1293,5.0019274,5
1294,5.364305,5.3665314
1295,6.279398,6.60206
1296,5.0019274,5
1297,5.0019274,5
1298,5.0019274,5
1299,5.0019274,5
1300,5.0004015,5
1301,6.1460466,6.113509
1302,5.0019274,5
1303,5.0019274,5
1304,5.003008,5
1305,6.519393,6.7447276
1306,5.0019274,5
1307,5.0019274,5
1308,5.0019274,5
1309,5.0019274,5
1310,5.0019274,5
1311,5.0019274,5
1312,5.0019426,5
1313,5.0019274,5
1314,5.0019274,5
1315,5.0124097,5
1316,5.0019274,5
1317,5.0019274,5
1318,5.034121,5
1319,5.0019274,5
1320,5.0087967,5
1321,7.02292,7.2676063
1322,5.0019274,5
1323,5.521119,5.552842
1324,5.0019274,5
1325,5.0019274,5
1326,5.0019274,5
1327,5.0019274,5
1328,5.0019274,5
1329,5.0019274,5
1330,5.0019274,5
1331,5.0619545,5.161151
1332,5.6855173,5.7695513
1333,5.0019274,5
1334,5.0089836,5
1335,5.3129387,5.455932
1336,7.484576,7.69897
1337,5.5087295,5.251812
1338,5.0019274,5
1339,5.0329394,5
1340,5.0019274,5
1341,5.0019274,5
1342,5.7636757,5.7212462
1343,5.0019274,5
1344,7.871497,7.823909
1345,5.0019274,5
1346,6.1703973,6.251812
1347,5.0019274,5
1348,5.0019274,5
1349,5.0019274,5
1350,5.0019274,5
1351,5.0019274,5
1352,5.0158153,5
1353,6.7842426,6.69897
1354,5.0019274,5
1355,5.0019274,5
1356,5.0019274,5
1357,5.0019274,5
1358,5.0019274,5
1359,6.0998745,6
1360,7.9788675,8.29243
1361,5.0666113,5.161151
1362,5.9701877,6.124939
1363,5.0019274,5
1364,5.0020165,5
1365,5.9304614,5
1366,5.931156,7.0132284
1367,5.0019274,5
1368,5.403155,5.5086384
1369,5.0025268,5
1370,5.0019274,5
1371,5.0019274,5
1372,5.0019274,5
1373,5.0019274,5
1374,5.0019274,5
1375,5.0019274,5
1376,5.303767,5.387216
1377,5.0019274,5
1378,5.0019274,5
1379,7.7320404,8.091515
1380,8.11306,7.958607
1381,5.668534,5.60206
1382,5.0061007,5
1383,5.0019274,5.008774
1384,6.6335535,6.7447276
1385,5.0019274,5
1386,5.0358715,5.6382723
1387,5.0019274,5
1388,5.0019274,5
1389,5.3515368,5.4436975
1390,5.0019274,5
1391,5.0019274,5
1392,7.385223,7.376751
1393,5.0019274,5
1394,5.0019274,5
1395,6.4303493,6.5850267
1396,5.002158,5
1397,5.0019274,5
1398,5.402858,5.481486
1399,5.0039597,5
1400,5.0030665,5
1401,5.0019274,5
1402,5.0019274,5
1403,5.8893704,5.958607
1404,5.0019274,5
1405,5.011822,5
1406,6.145437,6.387216
1407,4.9973993,5
1408,6.9890947,6.823909
1409,5.00936,5
1410,6.7837048,6.481486
1411,5.0019274,5
1412,5.0019274,5
1413,5.0019274,5
1414,5.0019274,5
1415,5.0019274,5
1416,5.0019274,5
1417,5.0019274,5
1418,5.0019274,5
1419,5.0019274,5
1420,5.0019274,5
1421,5.602373,5.60206
1422,5.0019274,5
1423,8.320431,8.853872
1424,5.985433,6.0409584
1425,5.5704503,5.920819
1426,5.0019274,5
1427,5.0019274,5
1428,5.0019274,5
1429,5.0019274,5
1430,5.9736443,6.0604806
1431,5.0019274,5
1432,5.0019274,5
1433,7.0374517,7.167491
1434,5.797159,5
1435,5.798006,5.7695513
1436,5.0019274,5
1437,5.0019274,5
1438,5.0019274,5
1439,7.211315,6.30103
1440,7.1305647,8.537602
1441,5.0746627,5.113509
1442,5.0019274,5
1443,5.005514,5
1444,5.0019274,5
1445,5.0019274,5
1446,5.0019274,5
1447,5.0019274,5
1448,5.0019274,5
1449,5.0019274,5
1450,6.2480803,6.4436975
1451,5.22508,5.2596374
1452,6.766177,6.7447276
1453,5.0019274,5
1454,5.0019274,5
1455,5.0019274,5
1456,5.0019274,5
1457,5.0019274,5
1458,5.0019274,5
1459,7.687712,7.7447276
1460,5.0019274,5
1461,8.003298,9.20066
1462,5.0019274,5
1463,5.0019274,5
1464,5.0081654,5
1465,5.0019274,5
1466,5.0091968,5
1467,6.9114566,6.6382723
1468,5.0019274,5
1469,7.6976476,7.920819
1470,5.0019274,5
1471,5.0028577,5
1472,5.0019274,5
1473,5.0019274,5
1474,5.714411,5.7447276
1475,5.0019274,5
1476,5.0019274,5
1477,5.0019274,5
1478,5.0019274,5
1479,5.2481046,5
1480,5.0019274,5
1481,5.0019274,5
1482,5.0019274,5
1483,5.0019274,5
1484,5.0019274,5
1485,5.010204,5
1486,5.0137057,5
1487,5.0618176,5
1488,5.0019274,5
1489,5.0019274,5
1490,5.0019274,5
1491,5.0019274,5
1492,5.085002,5.154902
1493,5.0019274,5
1494,5.0019274,5
1495,5.0019274,5
1496,8.502808,8.49485
1497,5.128739,5.1739254
1498,5.0019274,5
1499,5.0019274,5
1500,5.0019274,5
1501,5.0019274,5
1502,6.0771375,6.2006593
1503,5.0023518,5
1504,7.2636952,7.5086384
1505,5.0019274,5
1506,5.0019274,5
1507,5.0019274,5
1508,5.0143895,5
1509,5.18167,5.275724
1510,5.0019274,5
1511,5.0019274,5
1512,5.0019274,5
1513,5.607538,5
1514,5.917965,5.920819
1515,5.79472,5.79588
1516,6.6629906,6.853872
1517,5.0019274,5
1518,5.0019274,5
1519,7.3670926,7.6197886
1520,5.01096,5
1521,5.0019274,5
1522,5.0019274,5
1523,5.0019274,5
1524,5.0019274,5
1525,5.0073066,5
1526,6.405248,6.29243
1527,5.0019274,5
1528,5.0019274,5
1529,5.00239,5
1530,5.0019274,5
1531,6.086178,6.221849
1532,5.6629734,5.79588
1533,5.0019274,5
1534,5.2688127,5.30103
1535,5.0019274,5
1536,6.237372,6.3565474
1537,5.0019274,5
1538,5.0019274,5
1539,6.060004,5.920819
1540,5.7611203,5.69897
1541,5.6870055,5.6777806
1542,5.0019274,5
1543,5.0066957,5
1544,7.4930615,7.7695513
1545,5.8151255,5.79588
1546,5.0019274,5
1547,6.661366,6.69897
1548,5.013522,5
1549,6.7069426,6.318759
1550,5.0019274,5
1551,6.661366,6.7447276
1552,5.0019274,5
1553,5.757253,6.09691
1554,5.0019274,5
1555,6.4454007,8.318759
1556,5.109645,5.21467
1557,5.54108,6.3665314
1558,5.0019274,5
1559,5.0020227,5
1560,5.0019274,5
1561,5.0019274,5
1562,7.5963764,8.376751
1563,5.0042906,5
1564,5.0019274,5
1565,5.0019274,5
1566,6.823004,7.30103
1567,5.0019293,5
1568,5.0019274,5
1569,5.0019274,5
1570,5.0019274,5
1571,5.0033846,5
1572,5.0019274,5
1573,5.0019274,5
1574,6.5946236,6.6777806
1575,5.0028706,5
1576,5.0019274,5
1577,5.0121336,5.0604806
1578,5.927642,5.958607
1579,5.6354995,5.7212462
1580,5.0019274,5
1581,5.160018,5.30103
1582,5.006684,5
1583,5.0041695,5
1584,5.0019274,5
1585,6.0230293,5
1586,5.401982,5.552842
1587,5.0019274,5
1588,5.0019274,5
1589,5.5284567,5.853872
1590,5.0019274,5
1591,5.0044217,5
1592,5.0019274,5
1593,7.9072847,8.136677
1594,5.0019274,5
1595,5.0019274,5
1596,5.0271764,5
1597,6.002568,6
1598,5.0019274,5
1599,5.0019274,5
1600,5.0019274,5
1601,6.452954,5.6197886
1602,5.0019274,5
1603,5.039202,5
1604,5.0019274,5
1605,8.296453,8.481486
1606,5.0019274,5
1607,5.0019274,5
1608,5.0019274,5
1609,6.399032,8.055517
1610,5.0019274,5
1611,5.0019274,5
1612,5.0019274,5
1613,5.0019274,5
1614,5.002796,5
1615,5.0019274,5
1616,5.0019274,5
1617,7.268886,7.309804
1618,5.0019274,5
1619,6.151367,6.318759
1620,6.543889,6.6575775
1621,6.429014,6.3467875
1622,8.733166,9.1549015
1623,5.0019274,5
1624,5.0019274,5
1625,5.0019274,5
1626,5.0019274,5
1627,5.0019274,5
1628,6.6474686,6.69897
1629,5.0019274,5
1630,5.855794,5.920819
1631,5.0019274,5
1632,6.228781,6.275724
1633,5.0019274,5
1634,5.0124617,5
1635,5.0019274,5
1636,5.0019274,5
1637,5.0019274,5
1638,5.0019274,5
1639,5.0024366,5
1640,5.693549,5.958607
1641,5.0019274,5
1642,5.0019274,5
1643,5.0019274,5
1644,6.218292,6.39794
1645,5.0019274,5
1646,5.0019274,5
1647,5.0019274,5
1648,5.0019274,5
1649,5.0019274,5
1650,5.0019274,5
1651,7.286742,7.6777806
1652,8.133291,8.619789
1653,5.0019274,5
1654,7.106032,7.920819
1655,5.0019274,5
1656,7.4684467,7.5850267
1657,5.0019274,5
1658,5.0019274,5
1659,5.0019274,5
1660,5.0019274,5
1661,5.0019274,5
1662,5.0019274,5
1663,5.0019274,5
1664,6.3600297,6.7447276
1665,5.0019274,5
1666,5.0019274,5
1667,5.5744014,5.6382723
1668,5.0027046,5
1669,5.010409,5
1670,5.0047736,5
1671,5.905307,5.958607
1672,5.0022674,5
1673,5.0019274,5
1674,5.379674,5.49485
1675,5.0019274,5
1676,5.408329,5.318759
1677,5.0019274,5
1678,5.0019274,5
1679,5.0019274,5
1680,5.0019274,5
1681,5.0019274,5
1682,5.905307,7.1487417
1683,5.0019274,5
1684,5.0025363,5
1685,5.0019274,5
1686,5.0019274,5
1687,7.619919,7.958607
1688,5.0019274,5
1689,5.0019274,5
1690,5.5970764,5
1691,6.1295586,6.275724
1692,5.0019274,5
1693,5.0019274,5
1694,5.0019274,5
1695,5.2712526,5.337242
1696,5.6676264,5.7212462
1697,5.0019274,5
1698,5.0019274,5
1699,5.0019274,5
1700,5.0019274,5
1701,5.003504,5
1702,5.0019274,5
1703,5.0019274,5
1704,5.0094995,5
1705,5.0019274,5
1706,8.050627,9.022276
1707,5.5284567,5
1708,5.0019274,5
1709,5.6359034,5.49485
1710,5.0029583,5
1711,5.0019274,5
1712,5.0123,5
1713,5.007272,5
1714,5.0019274,5
1715,5.0019274,5
1716,5.0028796,5
1717,5.0019274,5
1718,5.0019274,5
1719,5.0019274,5
1720,5.0019274,5
1721,6.7025228,6.853872
1722,5.0019274,5
1723,5.004464,5
1724,7.269264,8.337242
1725,5.0019274,5
1726,5.0019274,5
1727,5.003492,5
1728,5.0019274,5
1729,6.55513,6.6777806
1730,5.0019274,5
1731,5.841427,6.086186
1732,5.0019274,5
1733,5.0019274,5
1734,5.0059066,5.0604806
1735,5.7312913,5.69897
1736,5.0019274,5
1737,5.0186186,5
1738,5.0019274,5
1739,5.0019274,5
1740,5.171098,5.4317985
1741,5.0019274,5
1742,5.0019274,5
1743,5.0019274,5
1744,7.081216,7
1745,5.0019274,5
1746,5.625978,5.5850267
1747,6.5482345,6.455932
1748,7.8687553,8.619789
1749,5.0019274,5
1750,5.018579,5.075721
1751,6.531328,6.481486
1752,6.8336635,6.823909
1753,5.0165687,5
1754,7.849945,7.8860564
1755,6.8385644,7
1756,5.0019274,5
1757,5.0019274,5
1758,6.296348,6.387216
1759,5.0019274,5
1760,5.0019274,5
1761,5.0024467,5
1762,5.0019274,5
1763,5.016245,5
1764,5.0019274,5
1765,6.550707,6.5850267
1766,6.1598353,6.2839966
1767,5.0019274,5
1768,7.2061405,7.387216
1769,8.3206625,8.481486
1770,5.0019274,5
1771,5.6447163,5.6777806
1772,5.0019274,5
1773,5.7556124,5.823909
1774,5.002735,5
1775,5.0019274,5
1776,8.622021,9
1777,5.0918894,5.124939
1778,5.0019274,5
1779,5.0019274,5
1780,5.39384,5.5850267
1781,5.0019274,5
1782,5.0019274,5
1783,5.0019274,5
1784,5.8449283,5.958607
1785,5.134513,5
1786,5.0019274,5
1787,5.0019274,5
1788,5.0019274,5
1789,5.0024037,5
1790,5.0019274,5
1791,5.0019274,5
1792,5.0019274,5
1793,5.7749753,5.958607
1794,5.0019274,5
1795,5.0019274,5
1796,5.0019274,5
1797,5.0019274,5
1798,5.0019274,5
1799,5.0019274,5
1800,5.0046773,5
1801,5.0481663,5.167491
1802,5.0019274,5
1803,5.0019274,5
1804,5.0019274,5
1805,5.0019274,5
1806,5.003053,5
1807,5.0204897,5
1808,6.346081,6.4436975
1809,5.0019274,5
1810,5.003546,5
1811,5.011594,5
1812,5.0019274,5
1813,5.0019274,5
1814,5.0019274,5
1815,5.0019274,5
1816,5.0019274,5
1817,6.886535,7.086186
1818,5.0019274,5
1819,5.0019274,5
1820,6.573336,6.6777806
1821,5.0019274,5
1822,5.0056763,5
1823,6.220291,6.3279023
1824,5.0019274,5
1825,5.0019274,5
1826,5.006924,5
1827,5.0019274,5
1828,6.406762,6.6197886
1829,5.0019274,5
1830,5.039325,5
1831,5.0019274,5
1832,5.0024166,5
1833,5.0019274,5
1834,5.0019274,5
1835,6.7220364,7
1836,5.0019274,5
1837,5.0019274,5
1838,5.0019274,5
1839,6.72365,6.468521
1840,5.0019274,5
1841,6.7003126,7.920819
1842,5.0019274,5
1843,5.0019274,5
1844,7.2875357,7.3565474
1845,5.960603,6.1870866
1846,5.0019274,5
1847,6.2725935,6.2839966
1848,5.008845,5
1849,5.0019274,5
1850,5.009072,5
1851,5.0019274,5
1852,5.0019274,5
1853,7.880986,8.086186
1854,5.0019274,5
1855,5.0019274,5
1856,5.990236,6.1079054
1857,5.0019274,5
1858,5.0019274,5
1859,5.0019274,5
1860,5.0019274,5
1861,5.5272923,5.6575775
1862,5.0019274,5
1863,5.0087414,5
1864,5.0019274,5
1865,5.0019274,5
1866,5.0019274,5
1867,5.241042,5.4317985
1868,5.0074034,5
1869,5.0019274,5
1870,5.4718566,5.481486
1871,5.0019274,5
1872,5.0019274,5
1873,5.0019274,5
1874,6.3853407,6.49485
1875,5.0019274,5
1876,5.902011,7.1307683
1877,5.0019274,5
1878,8.144093,8.318759
1879,5.0019274,5
1880,5.0019274,5
1881,5.0019274,5
1882,5.0019274,5
1883,5.0019274,5
1884,5.0019274,5
1885,5.012849,5
1886,6.711744,7.1870866
1887,6.2589293,6.4089355
1888,5.4490128,5.49485
1889,7.9500756,8.236572
1890,5.0019274,5
1891,5.004698,5
1892,5.0594625,5.1739254
1893,5.0019274,5
1894,7.0761595,7.4436975
1895,6.7100697,6.7212462
1896,5.043323,5
1897,5.0019274,5
1898,6.1698856,6.481486
1899,5.0019274,5
1900,5.0019274,5
1901,5.0019274,5
1902,5.0019274,5
1903,6.9804826,7.09691
1904,5.0019274,5
1905,5.0019274,5
1906,5.0019274,5
1907,5.0215583,5
1908,5.0019274,5
1909,5.0019274,5
1910,5.7779818,5.823909
1911,5.0056214,5
1912,5.222471,5.207608
1913,7.531393,7.7212462
1914,5.8718123,5.958607
1915,5.0019274,5
1916,8.1021,8.39794
1917,5.004475,5
1918,5.0019274,5
1919,5.0019274,5
1920,5.0019274,5
1921,5.0019274,5
1922,5.0019274,5
1923,5.0019274,5
1924,7.055376,7.29243
1925,5.0019274,5
1926,5.0066185,5
1927,5.0019274,5
1928,5.1623683,5.236572
1929,6.2240615,6.229148
1930,6.1669884,6.3467875
1931,5.0019274,5
1932,5.0019274,5
1933,5.0019274,5
1934,5.0019274,5
1935,8.392887,8.853872
1936,5.0019274,5
1937,5.0019274,5
1938,5.005667,5
1939,9.314639,9.21467
1940,5.0019274,5
1941,6.1677027,6.236572
1942,5.0019274,5
1943,8.826029,9.309804
1944,5.0019274,5
1945,5.002628,5
1946,5.0032115,5
1947,5.5066977,5.5850267
1948,5.0019274,5
1949,5.4396057,5.6777806
1950,5.0050926,5
1951,5.0019274,5
1952,8.245348,8.568636
1953,5.0019274,5
1954,7.2376404,8.142668
1955,5.0019274,5
1956,5.0108743,5
1957,5.1904354,5.6197886
1958,5.0019274,5
1959,5.006359,5
1960,5.0019274,5
1961,5.0019274,5
1962,7.9684553,8.537602
1963,5.0019274,5
1964,6.736475,6.69897
1965,5.0019274,5
1966,6.182341,6.309804
1967,8.401367,8.69897
1968,5.0096736,5
1969,5.0019274,5
1970,5.0019274,5
1971,7.0414643,7.09691
1972,5.0019274,5
1973,5.0019274,5
1974,5.0030847,5
1975,5.0019274,5
1976,5.0019274,5
1977,5.0019274,5
1978,5.0019274,5
1979,6.3850346,6.5850267
1980,7.286742,7.8860564
1981,5.0019274,5
1982,5.0019274,5.0132284
1983,5.0019274,5
1984,5.0019274,5
1985,5.5272923,5.7212462
1986,5.0019274,5
1987,5.0019274,5
1988,5.0019274,5
1989,5.0357747,5
1990,7.770293,7.920819
1991,5.0019274,5
1992,5.002131,5
1993,5.0019274,5
1994,5.0019274,5
1995,5.0019274,5.3467875
1996,5.0019274,5
1997,5.0019274,5
1998,5.7569914,5.1191864
1999,5.0450516,5
2000,5.0019274,5
2001,5.0114326,5
2002,7.736225,7.6197886
2003,5.0023766,5
2004,6.7003126,7.455932
2005,5.0019274,5
2006,6.0698824,6.0457573
2007,5.0019274,5
2008,6.1798506,6.376751
2009,5.0019274,5
2010,5.0019274,5
2011,5.078958,5
2012,5.0019274,5
2013,5.2865667,5.920819
2014,5.0019274,5
2015,5.0019274,5
2016,5.0019274,5
2017,5.0019274,5
2018,7.566664,7.6197886
2019,5.0019274,5
2020,5.0019274,5
2021,5.777357,5.8860564
2022,5.0019274,5
2023,5.0019274,5
2024,5.00199,5
2025,6.8467064,7.0132284
2026,5.598392,5.6575775
2027,5.0019274,5
2028,5.874667,5.8860564
2029,5.0019274,5
2030,5.0036755,5
2031,5.0019274,5
2032,5.3925323,6.4436975
2033,5.0038023,5
2034,5.0019274,5
2035,5.0019274,5
2036,5.0019274,5
2037,6.3722506,6.853872
2038,5.035838,5
2039,7.851802,9.420217
2040,5.0019274,5
2041,8.620703,9.161151
2042,5.56915,5.69897
2043,5.0019274,5
2044,5.0019274,5
2045,5.0019274,5
2046,5.005879,5
2047,5.4994507,5.537602
2048,6.9398866,7.337242
2049,5.0019274,5
2050,5.0019274,5
2051,5.0019274,5
2052,5.021375,5
2053,5.0019274,5
2054,5.0019274,5
2055,5.5949674,5.853872
2056,5.0019274,5
2057,5.0019274,5
2058,5.0019274,5
2059,6.935487,8.091515
2060,5.62716,5.7212462
2061,7.419059,8.522879
2062,5.0019274,5
2063,6.9320154,7.251812
2064,5.0019274,5
2065,5.0019274,5
2066,5.0019274,5
2067,5.010885,5
2068,5.002439,5
2069,5.0019274,5
2070,7.209637,7.4202166
2071,5.0019274,5
2072,5.0019274,5
2073,5.0019274,5
2074,5.0019274,5
2075,5.0018497,5
2076,5.0033145,5
2077,5.37389,5.3665314
2078,5.0019274,5
2079,5.0019274,5
2080,5.0019274,5
2081,5.0019274,5
2082,5.4310355,5.5850267
2083,5.0019274,5
2084,5.0019274,5
2085,5.0324535,5
2086,7.510733,7.6382723
2087,5.0019274,5
2088,6.076724,6.0604806
2089,5.0019274,5
2090,5.0019274,5
2091,6.3386345,6.39794
2092,5.0019274,5
2093,8.314479,8.744727
2094,5.0019274,5
2095,5.004038,5
2096,8.091565,8.431798
2097,5.0019274,5
2098,5.0019274,5
2099,6.5443964,6.6575775
2100,5.0079074,5
2101,5.0019274,5
2102,5.0019274,5
2103,5.0019274,5
2104,5.0019274,5
2105,5.0019274,5
2106,5.0019274,5
2107,5.0019274,5
2108,5.0019274,5
2109,5.0019274,5
2110,5.004624,5
2111,5.0019274,5
2112,5.0019274,5
2113,5.58664,5.60206
2114,5.0019274,5
2115,6.3723917,6.1366773
2116,5.0019274,5
2117,5.0019274,5
2118,5.253949,5.3565474
2119,5.0019274,5
2120,5.0019274,5
2121,5.3317294,5.4089355
2122,5.0019274,5
2123,7.5234604,8.040958
2124,5.0019274,5
2125,6.1036286,6.180456
2126,5.0019274,5
2127,5.0056696,5
2128,5.036213,5
2129,5.0019274,5
2130,5.0019274,5
2131,5.0019274,5
2132,5.0019274,5
2133,6.3929787,6.7212462
2134,6.8828645,7.124939
2135,5.0019274,5
2136,5.0019274,5
2137,5.0019274,5
2138,5.0019274,5
2139,5.623695,5.4089355
2140,5.0019274,5
2141,5.0019274,5
2142,5.0019274,5
2143,5.0019274,5
2144,6.837022,6.920819
2145,6.6325707,6.8860564
2146,6.7850475,7.309804
2147,5.0019274,5
2148,6.564007,5.7447276
2149,5.0019274,5
2150,5.8729024,5
2151,5.0019274,5
2152,5.0019274,5
2153,5.0019274,5
2154,5.0019274,5
2155,6.711933,6.920819
2156,5.0019274,5
2157,5.0019274,5
2158,5.0019274,5
2159,5.0019274,5
2160,5.0019274,5
2161,5.0019274,5
2162,5.031189,5
2163,5.0019274,5
2164,5.0019274,5
2165,5.0019274,5
2166,7.512042,8.455932
2167,5.4758873,5.60206
2168,5.0019274,5
2169,6.2935867,6.39794
2170,5.437441,6.221849
2171,5.0019274,5
2172,5.0019274,5
2173,5.0019274,5
2174,5.0019274,5
2175,5.0019274,5
2176,5.0019274,5
2177,5.0019274,5
2178,5.0019274,5
2179,5.8132257,5.8860564
2180,5.005409,5
2181,5.0019274,5
2182,5.3083086,5.455932
2183,6.554839,5.6197886
2184,4.9798737,5
2185,5.0019274,5
2186,5.6942167,5.7447276
2187,6.1891994,6.19382
2188,6.2289476,6.3565474
2189,5.538454,5.5686364
2190,5.0050163,5
2191,5.0019274,5
2192,5.2675276,5.6777806
2193,5.0019274,5
2194,5.0019274,5
2195,5.0019274,5
2196,5.0019274,5
2197,5.228809,5
2198,5.0019274,5
2199,5.0019274,5
2200,5.0019274,5
2201,5.0019274,5
2202,6.3087893,6.5850267
2203,5.007783,5
2204,5.986287,6.036212
2205,5.0019274,5
2206,5.0019274,5
2207,5.423779,5.8860564
2208,7.0596294,7.102373
2209,5.0019274,5
2210,5.6521254,5.154902
2211,5.0019274,5
2212,5.0019274,5
2213,5.0019274,5
2214,5.0019274,5
2215,5.0019274,5
2216,7.8179517,7.4436975
2217,5.0019274,5
2218,6.6618395,6.7212462
2219,5.0019274,5
2220,5.0019274,5
2221,5.0019274,5
2222,5.0019274,5
2223,5.0019274,5
2224,5.0109572,5
2225,5.0019274,5
2226,5.0019274,5
2227,5.538617,5
2228,5.0019274,5
2229,5.0019274,5
2230,5.0019274,5
2231,5.0019274,5
2232,6.716914,6.5686364
2233,6.457075,6.6382723
2234,6.152056,6.920819
2235,8.264998,8.142668
2236,6.7089424,7.468521
2237,5.0019274,5
2238,5.0019274,5
2239,5.0046053,5
2240,5.0019274,5
2241,5.0019274,5
2242,5.0019274,5
2243,5.015975,5
2244,5.0019274,5
2245,6.661969,6.8860564
2246,5.0019274,5
2247,8.662319,9.173925
2248,5.0019274,5
2249,5.0019274,5
2250,7.4054055,7.5228786
2251,5.36623,5.3565474
2252,5.003659,5
2253,5.528556,5.5086384
2254,5.4375877,5.318759
2255,5.3532352,5.4317985
2256,5.0019274,5
2257,5.0019274,5
2258,8.005331,8.853872
2259,5.0019274,5
2260,5.0019274,5
2261,5.0019274,5
2262,5.385253,5.236572
2263,5.003004,5
2264,5.0019274,5
2265,5.0019274,5
2266,5.0019274,5
2267,5.8891373,5.79588
2268,5.0019274,5
2269,4.9726763,5
2270,5.0019274,5
2271,5.0019274,5
2272,5.0019274,5
2273,5.0019274,5
2274,7.089714,7.004365
2275,5.0019274,5
2276,5.0019274,5
2277,6.292259,6.4089355
2278,5.0019274,5
2279,5.0019274,5
2280,5.0019274,5
2281,6.500411,6.5086384
2282,5.0019274,5
2283,5.0090055,5
2284,6.202708,6.2441254
2285,5.0019274,5
2286,5.0019274,5
2287,5.0019274,5
2288,5.006679,5
2289,5.0019274,5
2290,5.0019274,5
2291,5.0019274,5
2292,5.0019274,5
2293,5.0019274,5
2294,5.0123396,5
2295,5.0019274,5
2296,5.0079327,5
2297,5.0019274,5
2298,5.0019274,5
2299,6.580001,6.6382723
2300,5.0019274,5
2301,5.002185,5
2302,5.0019274,5
2303,5.0019274,5
2304,5.0068474,5
2305,5.9150376,5.920819
2306,5.4106226,5.552842
2307,7.473077,7.920819
2308,5.3727427,5.3565474
